cycle,motion,seq_index,timestamp,f0_px,f0_py,f0_scale,f1_px,f1_py,f1_scale,f2_px,f2_py,f2_scale,f3_px,f3_py,f3_scale,f4_px,f4_py,f4_scale,f5_px,f5_py,f5_scale,f6_px,f6_py,f6_scale,f7_px,f7_py,f7_scale,f8_px,f8_py,f8_scale,f9_px,f9_py,f9_scale,f10_px,f10_py,f10_scale,f11_px,f11_py,f11_scale,f12_px,f12_py,f12_scale,f13_px,f13_py,f13_scale,f14_px,f14_py,f14_scale,f15_px,f15_py,f15_scale,f16_px,f16_py,f16_scale,f17_px,f17_py,f17_scale,f18_px,f18_py,f18_scale,f19_px,f19_py,f19_scale,f20_px,f20_py,f20_scale,f21_px,f21_py,f21_scale,f22_px,f22_py,f22_scale,f23_px,f23_py,f23_scale,f24_px,f24_py,f24_scale,f25_px,f25_py,f25_scale,f26_px,f26_py,f26_scale,f27_px,f27_py,f27_scale,f28_px,f28_py,f28_scale,f29_px,f29_py,f29_scale
2,swipe_down,271,1774745362.239118,0.582716,0.467129,0.333353,0.580796,0.469037,0.329679,0.580468,0.469499,0.331346,0.578837,0.474216,0.321553,0.578244,0.472520,0.320379,0.572232,0.485550,0.305553,0.570291,0.497056,0.299922,0.570544,0.497259,0.295259,0.567181,0.509532,0.290723,0.568115,0.509823,0.287665,0.563165,0.519101,0.286240,0.564065,0.518623,0.287604,0.563967,0.537996,0.275638,0.562637,0.536483,0.271664,0.564675,0.555391,0.274353,0.563408,0.553479,0.268534,0.568554,0.575959,0.268486,0.565857,0.574174,0.260820,0.568130,0.595768,0.241601,0.565217,0.596317,0.247417,0.566353,0.595619,0.242794,0.571775,0.622549,0.241596,0.566134,0.645853,0.238746,0.563357,0.644402,0.239661,0.565690,0.672759,0.239763,0.564814,0.674260,0.234938,0.568418,0.695016,0.225175,0.569667,0.698888,0.221971,0.569324,0.729097,0.217791,0.571080,0.732220,0.212402
2,swipe_down,272,1774745362.411419,0.572232,0.485550,0.305553,0.570291,0.497056,0.299922,0.570544,0.497259,0.295259,0.567181,0.509532,0.290723,0.568115,0.509823,0.287665,0.563165,0.519101,0.286240,0.564065,0.518623,0.287604,0.563967,0.537996,0.275638,0.562637,0.536483,0.271664,0.564675,0.555391,0.274353,0.563408,0.553479,0.268534,0.568554,0.575959,0.268486,0.565857,0.574174,0.260820,0.568130,0.595768,0.241601,0.565217,0.596317,0.247417,0.566353,0.595619,0.242794,0.571775,0.622549,0.241596,0.566134,0.645853,0.238746,0.563357,0.644402,0.239661,0.565690,0.672759,0.239763,0.564814,0.674260,0.234938,0.568418,0.695016,0.225175,0.569667,0.698888,0.221971,0.569324,0.729097,0.217791,0.571080,0.732220,0.212402,0.570865,0.748810,0.206751,0.571440,0.750121,0.207759,0.571058,0.749535,0.204986,0.574447,0.768427,0.202010,0.571592,0.793785,0.195523
2,swipe_down,273,1774745362.576155,0.563165,0.519101,0.286240,0.564065,0.518623,0.287604,0.563967,0.537996,0.275638,0.562637,0.536483,0.271664,0.564675,0.555391,0.274353,0.563408,0.553479,0.268534,0.568554,0.575959,0.268486,0.565857,0.574174,0.260820,0.568130,0.595768,0.241601,0.565217,0.596317,0.247417,0.566353,0.595619,0.242794,0.571775,0.622549,0.241596,0.566134,0.645853,0.238746,0.563357,0.644402,0.239661,0.565690,0.672759,0.239763,0.564814,0.674260,0.234938,0.568418,0.695016,0.225175,0.569667,0.698888,0.221971,0.569324,0.729097,0.217791,0.571080,0.732220,0.212402,0.570865,0.748810,0.206751,0.571440,0.750121,0.207759,0.571058,0.749535,0.204986,0.574447,0.768427,0.202010,0.571592,0.793785,0.195523,0.570954,0.793424,0.192428,0.566538,0.820381,0.206444,0.569163,0.822211,0.209347,0.565456,0.851162,0.206428,0.567243,0.850269,0.205837
2,swipe_down,274,1774745365.179985,0.592455,0.582789,0.360306,0.592054,0.582903,0.359015,0.592166,0.583043,0.359194,0.591170,0.583787,0.356962,0.591249,0.583681,0.357179,0.589214,0.583482,0.354820,0.587073,0.581930,0.356029,0.586937,0.582958,0.356841,0.584855,0.578078,0.358700,0.585743,0.578734,0.355456,0.585291,0.573142,0.357831,0.586420,0.572553,0.352585,0.585833,0.566106,0.353942,0.586593,0.565369,0.352180,0.585788,0.565071,0.353531,0.587100,0.559476,0.354429,0.587643,0.559206,0.352573,0.588908,0.552078,0.351617,0.591354,0.541787,0.349030,0.592593,0.542661,0.348444,0.592425,0.526717,0.340877,0.594284,0.527521,0.341526,0.591900,0.507276,0.337758,0.593162,0.508559,0.340231,0.591291,0.487426,0.327333,0.591080,0.486976,0.327739,0.591157,0.486899,0.324980,0.590782,0.467169,0.318183,0.589353,0.465758,0.316505,0.587583,0.448637,0.313627
2,swipe_down,275,1774745365.348841,0.589214,0.583482,0.354820,0.587073,0.581930,0.356029,0.586937,0.582958,0.356841,0.584855,0.578078,0.358700,0.585743,0.578734,0.355456,0.585291,0.573142,0.357831,0.586420,0.572553,0.352585,0.585833,0.566106,0.353942,0.586593,0.565369,0.352180,0.585788,0.565071,0.353531,0.587100,0.559476,0.354429,0.587643,0.559206,0.352573,0.588908,0.552078,0.351617,0.591354,0.541787,0.349030,0.592593,0.542661,0.348444,0.592425,0.526717,0.340877,0.594284,0.527521,0.341526,0.591900,0.507276,0.337758,0.593162,0.508559,0.340231,0.591291,0.487426,0.327333,0.591080,0.486976,0.327739,0.591157,0.486899,0.324980,0.590782,0.467169,0.318183,0.589353,0.465758,0.316505,0.587583,0.448637,0.313627,0.585603,0.441552,0.304732,0.587010,0.442578,0.305276,0.583087,0.447363,0.287515,0.582574,0.447470,0.281148,0.579765,0.465034,0.274001
2,swipe_down,276,1774745365.526518,0.585291,0.573142,0.357831,0.586420,0.572553,0.352585,0.585833,0.566106,0.353942,0.586593,0.565369,0.352180,0.585788,0.565071,0.353531,0.587100,0.559476,0.354429,0.587643,0.559206,0.352573,0.588908,0.552078,0.351617,0.591354,0.541787,0.349030,0.592593,0.542661,0.348444,0.592425,0.526717,0.340877,0.594284,0.527521,0.341526,0.591900,0.507276,0.337758,0.593162,0.508559,0.340231,0.591291,0.487426,0.327333,0.591080,0.486976,0.327739,0.591157,0.486899,0.324980,0.590782,0.467169,0.318183,0.589353,0.465758,0.316505,0.587583,0.448637,0.313627,0.585603,0.441552,0.304732,0.587010,0.442578,0.305276,0.583087,0.447363,0.287515,0.582574,0.447470,0.281148,0.579765,0.465034,0.274001,0.578852,0.463279,0.268818,0.576926,0.486217,0.265286,0.575347,0.484354,0.268734,0.575117,0.484005,0.265328,0.572068,0.512745,0.252380
2,swipe_down,277,1774745365.696775,0.587100,0.559476,0.354429,0.587643,0.559206,0.352573,0.588908,0.552078,0.351617,0.591354,0.541787,0.349030,0.592593,0.542661,0.348444,0.592425,0.526717,0.340877,0.594284,0.527521,0.341526,0.591900,0.507276,0.337758,0.593162,0.508559,0.340231,0.591291,0.487426,0.327333,0.591080,0.486976,0.327739,0.591157,0.486899,0.324980,0.590782,0.467169,0.318183,0.589353,0.465758,0.316505,0.587583,0.448637,0.313627,0.585603,0.441552,0.304732,0.587010,0.442578,0.305276,0.583087,0.447363,0.287515,0.582574,0.447470,0.281148,0.579765,0.465034,0.274001,0.578852,0.463279,0.268818,0.576926,0.486217,0.265286,0.575347,0.484354,0.268734,0.575117,0.484005,0.265328,0.572068,0.512745,0.252380,0.573486,0.511684,0.254863,0.566962,0.541828,0.227847,0.558684,0.572239,0.235679,0.557983,0.568928,0.236923,0.557868,0.597499,0.224352
2,swipe_down,278,1774745365.896425,0.592425,0.526717,0.340877,0.594284,0.527521,0.341526,0.591900,0.507276,0.337758,0.593162,0.508559,0.340231,0.591291,0.487426,0.327333,0.591080,0.486976,0.327739,0.591157,0.486899,0.324980,0.590782,0.467169,0.318183,0.589353,0.465758,0.316505,0.587583,0.448637,0.313627,0.585603,0.441552,0.304732,0.587010,0.442578,0.305276,0.583087,0.447363,0.287515,0.582574,0.447470,0.281148,0.579765,0.465034,0.274001,0.578852,0.463279,0.268818,0.576926,0.486217,0.265286,0.575347,0.484354,0.268734,0.575117,0.484005,0.265328,0.572068,0.512745,0.252380,0.573486,0.511684,0.254863,0.566962,0.541828,0.227847,0.558684,0.572239,0.235679,0.557983,0.568928,0.236923,0.557868,0.597499,0.224352,0.561419,0.600389,0.207123,0.557286,0.627394,0.199740,0.554666,0.653258,0.198234,0.555484,0.679660,0.201950,0.556774,0.679505,0.203583
2,swipe_down,279,1774745366.085845,0.591080,0.486976,0.327739,0.591157,0.486899,0.324980,0.590782,0.467169,0.318183,0.589353,0.465758,0.316505,0.587583,0.448637,0.313627,0.585603,0.441552,0.304732,0.587010,0.442578,0.305276,0.583087,0.447363,0.287515,0.582574,0.447470,0.281148,0.579765,0.465034,0.274001,0.578852,0.463279,0.268818,0.576926,0.486217,0.265286,0.575347,0.484354,0.268734,0.575117,0.484005,0.265328,0.572068,0.512745,0.252380,0.573486,0.511684,0.254863,0.566962,0.541828,0.227847,0.558684,0.572239,0.235679,0.557983,0.568928,0.236923,0.557868,0.597499,0.224352,0.561419,0.600389,0.207123,0.557286,0.627394,0.199740,0.554666,0.653258,0.198234,0.555484,0.679660,0.201950,0.556774,0.679505,0.203583,0.556429,0.703149,0.206979,0.557243,0.727966,0.212576,0.557710,0.735470,0.213361,0.554875,0.761915,0.185509,0.558170,0.765848,0.181711
2,swipe_down,280,1774745368.819932,0.589383,0.476727,0.383287,0.589223,0.476787,0.383018,0.590107,0.475244,0.383225,0.590496,0.476171,0.382779,0.591118,0.475065,0.382918,0.591379,0.475392,0.383680,0.590517,0.475256,0.384877,0.589091,0.471719,0.389745,0.589287,0.470617,0.385689,0.586577,0.464347,0.387371,0.586638,0.463376,0.385285,0.586714,0.462952,0.385517,0.581331,0.463067,0.385855,0.581947,0.462669,0.386454,0.574900,0.481336,0.392254,0.576273,0.480316,0.390234,0.570402,0.504773,0.397940,0.570369,0.505817,0.395374,0.567867,0.527660,0.393388,0.565336,0.553851,0.397770,0.566455,0.553415,0.396215,0.563767,0.576704,0.400748,0.563941,0.576727,0.402728,0.564165,0.576832,0.402364,0.560818,0.641664,0.401761,0.560578,0.676428,0.398170,0.560028,0.673984,0.397406,0.560775,0.711886,0.397765,0.562408,0.744463,0.392788,0.562736,0.744436,0.392004
2,swipe_down,281,1774745368.982499,0.591379,0.475392,0.383680,0.590517,0.475256,0.384877,0.589091,0.471719,0.389745,0.589287,0.470617,0.385689,0.586577,0.464347,0.387371,0.586638,0.463376,0.385285,0.586714,0.462952,0.385517,0.581331,0.463067,0.385855,0.581947,0.462669,0.386454,0.574900,0.481336,0.392254,0.576273,0.480316,0.390234,0.570402,0.504773,0.397940,0.570369,0.505817,0.395374,0.567867,0.527660,0.393388,0.565336,0.553851,0.397770,0.566455,0.553415,0.396215,0.563767,0.576704,0.400748,0.563941,0.576727,0.402728,0.564165,0.576832,0.402364,0.560818,0.641664,0.401761,0.560578,0.676428,0.398170,0.560028,0.673984,0.397406,0.560775,0.711886,0.397765,0.562408,0.744463,0.392788,0.562736,0.744436,0.392004,0.564314,0.778996,0.399664,0.564942,0.779066,0.400169,0.564628,0.778972,0.399234,0.566190,0.815068,0.408968,0.565662,0.815598,0.412523
2,swipe_down,282,1774745369.160306,0.586638,0.463376,0.385285,0.586714,0.462952,0.385517,0.581331,0.463067,0.385855,0.581947,0.462669,0.386454,0.574900,0.481336,0.392254,0.576273,0.480316,0.390234,0.570402,0.504773,0.397940,0.570369,0.505817,0.395374,0.567867,0.527660,0.393388,0.565336,0.553851,0.397770,0.566455,0.553415,0.396215,0.563767,0.576704,0.400748,0.563941,0.576727,0.402728,0.564165,0.576832,0.402364,0.560818,0.641664,0.401761,0.560578,0.676428,0.398170,0.560028,0.673984,0.397406,0.560775,0.711886,0.397765,0.562408,0.744463,0.392788,0.562736,0.744436,0.392004,0.564314,0.778996,0.399664,0.564942,0.779066,0.400169,0.564628,0.778972,0.399234,0.566190,0.815068,0.408968,0.565662,0.815598,0.412523,0.566916,0.850464,0.404434,0.565488,0.848191,0.400771,0.570295,0.880671,0.392817,0.568967,0.879439,0.395198,0.570692,0.924720,0.392420
2,swipe_down,283,1774745369.327904,0.576273,0.480316,0.390234,0.570402,0.504773,0.397940,0.570369,0.505817,0.395374,0.567867,0.527660,0.393388,0.565336,0.553851,0.397770,0.566455,0.553415,0.396215,0.563767,0.576704,0.400748,0.563941,0.576727,0.402728,0.564165,0.576832,0.402364,0.560818,0.641664,0.401761,0.560578,0.676428,0.398170,0.560028,0.673984,0.397406,0.560775,0.711886,0.397765,0.562408,0.744463,0.392788,0.562736,0.744436,0.392004,0.564314,0.778996,0.399664,0.564942,0.779066,0.400169,0.564628,0.778972,0.399234,0.566190,0.815068,0.408968,0.565662,0.815598,0.412523,0.566916,0.850464,0.404434,0.565488,0.848191,0.400771,0.570295,0.880671,0.392817,0.568967,0.879439,0.395198,0.570692,0.924720,0.392420,0.571408,0.954521,0.368449,0.572312,0.949618,0.354735,0.574429,0.982306,0.347332,0.577369,0.980533,0.336328,0.576515,0.981381,0.335277
2,swipe_down,284,1774745369.502847,0.566455,0.553415,0.396215,0.563767,0.576704,0.400748,0.563941,0.576727,0.402728,0.564165,0.576832,0.402364,0.560818,0.641664,0.401761,0.560578,0.676428,0.398170,0.560028,0.673984,0.397406,0.560775,0.711886,0.397765,0.562408,0.744463,0.392788,0.562736,0.744436,0.392004,0.564314,0.778996,0.399664,0.564942,0.779066,0.400169,0.564628,0.778972,0.399234,0.566190,0.815068,0.408968,0.565662,0.815598,0.412523,0.566916,0.850464,0.404434,0.565488,0.848191,0.400771,0.570295,0.880671,0.392817,0.568967,0.879439,0.395198,0.570692,0.924720,0.392420,0.571408,0.954521,0.368449,0.572312,0.949618,0.354735,0.574429,0.982306,0.347332,0.577369,0.980533,0.336328,0.576515,0.981381,0.335277,0.564969,1.005842,0.310907,0.557408,1.001157,0.319511,0.576487,1.046623,0.305204,0.580692,1.036898,0.297494,0.557250,1.059638,0.264343
2,swipe_down,285,1774745372.311128,0.580181,0.536922,0.382151,0.581198,0.532565,0.380960,0.581129,0.532881,0.382021,0.581082,0.528216,0.382028,0.581263,0.527818,0.382817,0.581056,0.524684,0.383005,0.581396,0.524921,0.383566,0.579716,0.519647,0.380180,0.579726,0.519538,0.380431,0.578113,0.517319,0.382951,0.577162,0.518669,0.382309,0.576859,0.519168,0.383912,0.576878,0.518942,0.383627,0.575384,0.522312,0.384206,0.575463,0.522489,0.384963,0.573585,0.528019,0.383914,0.573806,0.528557,0.382062,0.572858,0.546299,0.386634,0.572501,0.556699,0.387841,0.572210,0.557238,0.388246,0.570183,0.567191,0.387488,0.569580,0.569031,0.388196,0.566349,0.582894,0.387009,0.565359,0.584567,0.388777,0.564238,0.602073,0.391279,0.562973,0.603653,0.395990,0.561895,0.620821,0.392736,0.560056,0.620225,0.395923,0.559000,0.635598,0.390828,0.558910,0.638142,0.391657
2,swipe_down,286,1774745372.482289,0.581056,0.524684,0.383005,0.581396,0.524921,0.383566,0.579716,0.519647,0.380180,0.579726,0.519538,0.380431,0.578113,0.517319,0.382951,0.577162,0.518669,0.382309,0.576859,0.519168,0.383912,0.576878,0.518942,0.383627,0.575384,0.522312,0.384206,0.575463,0.522489,0.384963,0.573585,0.528019,0.383914,0.573806,0.528557,0.382062,0.572858,0.546299,0.386634,0.572501,0.556699,0.387841,0.572210,0.557238,0.388246,0.570183,0.567191,0.387488,0.569580,0.569031,0.388196,0.566349,0.582894,0.387009,0.565359,0.584567,0.388777,0.564238,0.602073,0.391279,0.562973,0.603653,0.395990,0.561895,0.620821,0.392736,0.560056,0.620225,0.395923,0.559000,0.635598,0.390828,0.558910,0.638142,0.391657,0.559643,0.658920,0.385692,0.558961,0.660797,0.388719,0.558989,0.684881,0.383456,0.558698,0.684797,0.385692,0.557801,0.721517,0.383734
2,swipe_down,287,1774745372.654961,0.577162,0.518669,0.382309,0.576859,0.519168,0.383912,0.576878,0.518942,0.383627,0.575384,0.522312,0.384206,0.575463,0.522489,0.384963,0.573585,0.528019,0.383914,0.573806,0.528557,0.382062,0.572858,0.546299,0.386634,0.572501,0.556699,0.387841,0.572210,0.557238,0.388246,0.570183,0.567191,0.387488,0.569580,0.569031,0.388196,0.566349,0.582894,0.387009,0.565359,0.584567,0.388777,0.564238,0.602073,0.391279,0.562973,0.603653,0.395990,0.561895,0.620821,0.392736,0.560056,0.620225,0.395923,0.559000,0.635598,0.390828,0.558910,0.638142,0.391657,0.559643,0.658920,0.385692,0.558961,0.660797,0.388719,0.558989,0.684881,0.383456,0.558698,0.684797,0.385692,0.557801,0.721517,0.383734,0.557726,0.719510,0.383911,0.558625,0.756988,0.383866,0.559444,0.756832,0.386892,0.558225,0.793804,0.396443,0.558257,0.792536,0.398627
2,swipe_down,288,1774745372.834805,0.573585,0.528019,0.383914,0.573806,0.528557,0.382062,0.572858,0.546299,0.386634,0.572501,0.556699,0.387841,0.572210,0.557238,0.388246,0.570183,0.567191,0.387488,0.569580,0.569031,0.388196,0.566349,0.582894,0.387009,0.565359,0.584567,0.388777,0.564238,0.602073,0.391279,0.562973,0.603653,0.395990,0.561895,0.620821,0.392736,0.560056,0.620225,0.395923,0.559000,0.635598,0.390828,0.558910,0.638142,0.391657,0.559643,0.658920,0.385692,0.558961,0.660797,0.388719,0.558989,0.684881,0.383456,0.558698,0.684797,0.385692,0.557801,0.721517,0.383734,0.557726,0.719510,0.383911,0.558625,0.756988,0.383866,0.559444,0.756832,0.386892,0.558225,0.793804,0.396443,0.558257,0.792536,0.398627,0.556965,0.828326,0.406608,0.557639,0.827483,0.404680,0.555415,0.862376,0.399444,0.553923,0.862038,0.391511,0.556871,0.899402,0.380044
2,swipe_down,289,1774745373.006525,0.570183,0.567191,0.387488,0.569580,0.569031,0.388196,0.566349,0.582894,0.387009,0.565359,0.584567,0.388777,0.564238,0.602073,0.391279,0.562973,0.603653,0.395990,0.561895,0.620821,0.392736,0.560056,0.620225,0.395923,0.559000,0.635598,0.390828,0.558910,0.638142,0.391657,0.559643,0.658920,0.385692,0.558961,0.660797,0.388719,0.558989,0.684881,0.383456,0.558698,0.684797,0.385692,0.557801,0.721517,0.383734,0.557726,0.719510,0.383911,0.558625,0.756988,0.383866,0.559444,0.756832,0.386892,0.558225,0.793804,0.396443,0.558257,0.792536,0.398627,0.556965,0.828326,0.406608,0.557639,0.827483,0.404680,0.555415,0.862376,0.399444,0.553923,0.862038,0.391511,0.556871,0.899402,0.380044,0.555557,0.898814,0.379844,0.556611,0.932948,0.378468,0.556368,0.932746,0.384217,0.559135,0.959985,0.369860,0.558988,0.957295,0.364667
2,swipe_down,290,1774745373.174537,0.562973,0.603653,0.395990,0.561895,0.620821,0.392736,0.560056,0.620225,0.395923,0.559000,0.635598,0.390828,0.558910,0.638142,0.391657,0.559643,0.658920,0.385692,0.558961,0.660797,0.388719,0.558989,0.684881,0.383456,0.558698,0.684797,0.385692,0.557801,0.721517,0.383734,0.557726,0.719510,0.383911,0.558625,0.756988,0.383866,0.559444,0.756832,0.386892,0.558225,0.793804,0.396443,0.558257,0.792536,0.398627,0.556965,0.828326,0.406608,0.557639,0.827483,0.404680,0.555415,0.862376,0.399444,0.553923,0.862038,0.391511,0.556871,0.899402,0.380044,0.555557,0.898814,0.379844,0.556611,0.932948,0.378468,0.556368,0.932746,0.384217,0.559135,0.959985,0.369860,0.558988,0.957295,0.364667,0.563989,0.982641,0.355181,0.564252,0.980074,0.347626,0.569059,1.005207,0.329748,0.567703,1.000718,0.320003,0.565712,1.022339,0.299006
2,swipe_down,291,1774745375.876282,0.588977,0.572497,0.369166,0.588995,0.572595,0.368872,0.590637,0.575397,0.367463,0.590348,0.575997,0.368206,0.592107,0.573451,0.367448,0.591879,0.573564,0.367693,0.592540,0.569906,0.368503,0.592282,0.569051,0.368191,0.591772,0.565356,0.368924,0.592105,0.565788,0.367978,0.591108,0.563113,0.369948,0.591174,0.563001,0.369076,0.590990,0.559989,0.368816,0.591034,0.560023,0.368241,0.590127,0.557621,0.368789,0.590215,0.557146,0.368511,0.589290,0.559421,0.368677,0.589375,0.559238,0.369176,0.586966,0.568643,0.369418,0.587095,0.569750,0.368594,0.582835,0.586205,0.365481,0.583078,0.586548,0.365680,0.579943,0.614948,0.365432,0.578968,0.613532,0.362445,0.572176,0.669012,0.353624,0.567865,0.700209,0.349361,0.567375,0.698859,0.347550,0.567795,0.732834,0.351327,0.567626,0.732248,0.351508,0.567786,0.768273,0.363124
2,swipe_down,292,1774745376.051734,0.591879,0.573564,0.367693,0.592540,0.569906,0.368503,0.592282,0.569051,0.368191,0.591772,0.565356,0.368924,0.592105,0.565788,0.367978,0.591108,0.563113,0.369948,0.591174,0.563001,0.369076,0.590990,0.559989,0.368816,0.591034,0.560023,0.368241,0.590127,0.557621,0.368789,0.590215,0.557146,0.368511,0.589290,0.559421,0.368677,0.589375,0.559238,0.369176,0.586966,0.568643,0.369418,0.587095,0.569750,0.368594,0.582835,0.586205,0.365481,0.583078,0.586548,0.365680,0.579943,0.614948,0.365432,0.578968,0.613532,0.362445,0.572176,0.669012,0.353624,0.567865,0.700209,0.349361,0.567375,0.698859,0.347550,0.567795,0.732834,0.351327,0.567626,0.732248,0.351508,0.567786,0.768273,0.363124,0.568084,0.767406,0.366475,0.567321,0.802515,0.366039,0.566456,0.799695,0.367228,0.566719,0.843901,0.377061,0.565366,0.844339,0.379665
2,swipe_down,293,1774745376.216861,0.591108,0.563113,0.369948,0.591174,0.563001,0.369076,0.590990,0.559989,0.368816,0.591034,0.560023,0.368241,0.590127,0.557621,0.368789,0.590215,0.557146,0.368511,0.589290,0.559421,0.368677,0.589375,0.559238,0.369176,0.586966,0.568643,0.369418,0.587095,0.569750,0.368594,0.582835,0.586205,0.365481,0.583078,0.586548,0.365680,0.579943,0.614948,0.365432,0.578968,0.613532,0.362445,0.572176,0.669012,0.353624,0.567865,0.700209,0.349361,0.567375,0.698859,0.347550,0.567795,0.732834,0.351327,0.567626,0.732248,0.351508,0.567786,0.768273,0.363124,0.568084,0.767406,0.366475,0.567321,0.802515,0.366039,0.566456,0.799695,0.367228,0.566719,0.843901,0.377061,0.565366,0.844339,0.379665,0.566199,0.881064,0.363037,0.564940,0.879669,0.359886,0.568203,0.916269,0.346549,0.566496,0.914902,0.345981,0.570839,0.948933,0.340080
2,swipe_down,294,1774745376.390164,0.590215,0.557146,0.368511,0.589290,0.559421,0.368677,0.589375,0.559238,0.369176,0.586966,0.568643,0.369418,0.587095,0.569750,0.368594,0.582835,0.586205,0.365481,0.583078,0.586548,0.365680,0.579943,0.614948,0.365432,0.578968,0.613532,0.362445,0.572176,0.669012,0.353624,0.567865,0.700209,0.349361,0.567375,0.698859,0.347550,0.567795,0.732834,0.351327,0.567626,0.732248,0.351508,0.567786,0.768273,0.363124,0.568084,0.767406,0.366475,0.567321,0.802515,0.366039,0.566456,0.799695,0.367228,0.566719,0.843901,0.377061,0.565366,0.844339,0.379665,0.566199,0.881064,0.363037,0.564940,0.879669,0.359886,0.568203,0.916269,0.346549,0.566496,0.914902,0.345981,0.570839,0.948933,0.340080,0.567676,0.949361,0.335621,0.570170,0.981830,0.322892,0.570967,0.983118,0.317642,0.565297,1.005424,0.251482,0.565930,1.015379,0.259151
2,swipe_down,295,1774745379.381316,0.592370,0.503159,0.358111,0.590854,0.502686,0.358802,0.590778,0.501975,0.357533,0.589705,0.498635,0.360692,0.589588,0.498061,0.362006,0.587970,0.494955,0.363524,0.587982,0.495508,0.362885,0.586722,0.493536,0.363949,0.586829,0.493037,0.363447,0.585406,0.488943,0.364720,0.585328,0.489169,0.364023,0.585085,0.487870,0.365703,0.584994,0.488087,0.365650,0.584611,0.492604,0.366664,0.584363,0.492934,0.366290,0.581993,0.509424,0.362446,0.580654,0.507741,0.361605,0.581124,0.531770,0.363303,0.579824,0.532527,0.363804,0.582961,0.557791,0.370566,0.583349,0.559171,0.371141,0.582024,0.589862,0.368484,0.581759,0.588901,0.366726,0.585389,0.640057,0.370113,0.587984,0.668561,0.367670,0.587423,0.666686,0.366165,0.587275,0.703943,0.371972,0.587629,0.702077,0.374113,0.588886,0.746551,0.379532,0.588480,0.745638,0.380793
2,swipe_down,296,1774745379.549951,0.587970,0.494955,0.363524,0.587982,0.495508,0.362885,0.586722,0.493536,0.363949,0.586829,0.493037,0.363447,0.585406,0.488943,0.364720,0.585328,0.489169,0.364023,0.585085,0.487870,0.365703,0.584994,0.488087,0.365650,0.584611,0.492604,0.366664,0.584363,0.492934,0.366290,0.581993,0.509424,0.362446,0.580654,0.507741,0.361605,0.581124,0.531770,0.363303,0.579824,0.532527,0.363804,0.582961,0.557791,0.370566,0.583349,0.559171,0.371141,0.582024,0.589862,0.368484,0.581759,0.588901,0.366726,0.585389,0.640057,0.370113,0.587984,0.668561,0.367670,0.587423,0.666686,0.366165,0.587275,0.703943,0.371972,0.587629,0.702077,0.374113,0.588886,0.746551,0.379532,0.588480,0.745638,0.380793,0.591588,0.797023,0.379301,0.590253,0.796596,0.378883,0.590977,0.849830,0.382478,0.590523,0.848806,0.381417,0.594113,0.893548,0.385705
2,swipe_down,297,1774745379.723029,0.585328,0.489169,0.364023,0.585085,0.487870,0.365703,0.584994,0.488087,0.365650,0.584611,0.492604,0.366664,0.584363,0.492934,0.366290,0.581993,0.509424,0.362446,0.580654,0.507741,0.361605,0.581124,0.531770,0.363303,0.579824,0.532527,0.363804,0.582961,0.557791,0.370566,0.583349,0.559171,0.371141,0.582024,0.589862,0.368484,0.581759,0.588901,0.366726,0.585389,0.640057,0.370113,0.587984,0.668561,0.367670,0.587423,0.666686,0.366165,0.587275,0.703943,0.371972,0.587629,0.702077,0.374113,0.588886,0.746551,0.379532,0.588480,0.745638,0.380793,0.591588,0.797023,0.379301,0.590253,0.796596,0.378883,0.590977,0.849830,0.382478,0.590523,0.848806,0.381417,0.594113,0.893548,0.385705,0.592922,0.892956,0.385666,0.593104,0.936882,0.373957,0.593659,0.937055,0.368603,0.595119,0.967574,0.350204,0.595326,0.964543,0.346267
2,swipe_down,298,1774745379.895692,0.581993,0.509424,0.362446,0.580654,0.507741,0.361605,0.581124,0.531770,0.363303,0.579824,0.532527,0.363804,0.582961,0.557791,0.370566,0.583349,0.559171,0.371141,0.582024,0.589862,0.368484,0.581759,0.588901,0.366726,0.585389,0.640057,0.370113,0.587984,0.668561,0.367670,0.587423,0.666686,0.366165,0.587275,0.703943,0.371972,0.587629,0.702077,0.374113,0.588886,0.746551,0.379532,0.588480,0.745638,0.380793,0.591588,0.797023,0.379301,0.590253,0.796596,0.378883,0.590977,0.849830,0.382478,0.590523,0.848806,0.381417,0.594113,0.893548,0.385705,0.592922,0.892956,0.385666,0.593104,0.936882,0.373957,0.593659,0.937055,0.368603,0.595119,0.967574,0.350204,0.595326,0.964543,0.346267,0.593637,1.001811,0.339928,0.595297,1.000394,0.336655,0.583024,1.028085,0.308893,0.588603,1.027947,0.270657,0.580822,1.049078,0.282416
