cycle,motion,seq_index,timestamp,f0_px,f0_py,f0_scale,f1_px,f1_py,f1_scale,f2_px,f2_py,f2_scale,f3_px,f3_py,f3_scale,f4_px,f4_py,f4_scale,f5_px,f5_py,f5_scale,f6_px,f6_py,f6_scale,f7_px,f7_py,f7_scale,f8_px,f8_py,f8_scale,f9_px,f9_py,f9_scale,f10_px,f10_py,f10_scale,f11_px,f11_py,f11_scale,f12_px,f12_py,f12_scale,f13_px,f13_py,f13_scale,f14_px,f14_py,f14_scale,f15_px,f15_py,f15_scale,f16_px,f16_py,f16_scale,f17_px,f17_py,f17_scale,f18_px,f18_py,f18_scale,f19_px,f19_py,f19_scale,f20_px,f20_py,f20_scale,f21_px,f21_py,f21_scale,f22_px,f22_py,f22_scale,f23_px,f23_py,f23_scale,f24_px,f24_py,f24_scale,f25_px,f25_py,f25_scale,f26_px,f26_py,f26_scale,f27_px,f27_py,f27_scale,f28_px,f28_py,f28_scale,f29_px,f29_py,f29_scale
1,swipe_right,137,1774745247.283440,0.616406,0.592956,0.189839,0.617013,0.593103,0.194322,0.613440,0.593095,0.189251,0.614505,0.593277,0.192313,0.612940,0.591825,0.188457,0.614867,0.590892,0.189569,0.614995,0.590937,0.190500,0.615007,0.591210,0.189756,0.618992,0.590901,0.196685,0.618524,0.590916,0.197904,0.654685,0.582279,0.286158,0.685771,0.570341,0.323148,0.686780,0.572078,0.327174,0.709540,0.560118,0.298151,0.740946,0.560130,0.323335,0.742722,0.560918,0.324523,0.742644,0.561664,0.322499,0.777462,0.539759,0.348435,0.778294,0.542154,0.339124,0.819705,0.537380,0.324870,0.823705,0.533957,0.325684,0.869380,0.533993,0.343533,0.867456,0.529810,0.341267,0.905829,0.536228,0.338788,0.906301,0.535527,0.336719,0.931471,0.536186,0.356950,0.958532,0.549889,0.342748,0.956791,0.546936,0.343217,0.958460,0.549388,0.337202,0.978271,0.542279,0.335102
1,swipe_right,138,1774745250.618772,0.602302,0.555986,0.183679,0.601381,0.555977,0.185107,0.601064,0.555977,0.184290,0.600955,0.554684,0.182567,0.600873,0.554419,0.182605,0.600082,0.554452,0.182329,0.600162,0.554424,0.182424,0.599743,0.554586,0.182171,0.599224,0.554346,0.180343,0.599453,0.554898,0.181939,0.599623,0.554890,0.182814,0.599021,0.554937,0.182769,0.598898,0.555150,0.183239,0.600077,0.552567,0.193507,0.599842,0.552546,0.192502,0.606458,0.546758,0.272407,0.619302,0.544534,0.291153,0.621545,0.545528,0.288435,0.633658,0.537637,0.309536,0.634807,0.536710,0.311717,0.655022,0.531608,0.320807,0.656827,0.533294,0.323156,0.684222,0.522436,0.319070,0.685094,0.523850,0.316474,0.714743,0.516236,0.327100,0.716830,0.519440,0.320337,0.756235,0.519648,0.320020,0.757233,0.519999,0.317728,0.788827,0.516092,0.319671,0.790307,0.518533,0.324008
1,swipe_right,139,1774745250.791523,0.600082,0.554452,0.182329,0.600162,0.554424,0.182424,0.599743,0.554586,0.182171,0.599224,0.554346,0.180343,0.599453,0.554898,0.181939,0.599623,0.554890,0.182814,0.599021,0.554937,0.182769,0.598898,0.555150,0.183239,0.600077,0.552567,0.193507,0.599842,0.552546,0.192502,0.606458,0.546758,0.272407,0.619302,0.544534,0.291153,0.621545,0.545528,0.288435,0.633658,0.537637,0.309536,0.634807,0.536710,0.311717,0.655022,0.531608,0.320807,0.656827,0.533294,0.323156,0.684222,0.522436,0.319070,0.685094,0.523850,0.316474,0.714743,0.516236,0.327100,0.716830,0.519440,0.320337,0.756235,0.519648,0.320020,0.757233,0.519999,0.317728,0.788827,0.516092,0.319671,0.790307,0.518533,0.324008,0.834809,0.520726,0.303342,0.840296,0.516853,0.296777,0.887469,0.526932,0.299308,0.872483,0.520574,0.283440,0.937530,0.530160,0.313389
1,swipe_right,140,1774745254.116331,0.536678,0.659289,0.362086,0.537618,0.660420,0.363117,0.540457,0.651752,0.365038,0.541364,0.652867,0.367047,0.543171,0.645893,0.369526,0.543511,0.645764,0.368437,0.543002,0.643153,0.366829,0.543736,0.643191,0.365794,0.543956,0.645016,0.366270,0.543916,0.644730,0.366523,0.544747,0.644595,0.366334,0.544457,0.645047,0.366566,0.547422,0.643877,0.365587,0.547036,0.644412,0.366903,0.551868,0.641127,0.368772,0.551200,0.641170,0.369111,0.564495,0.634380,0.354452,0.563838,0.635341,0.351908,0.593722,0.626771,0.340418,0.591653,0.623741,0.336699,0.628240,0.600011,0.351781,0.628338,0.601545,0.348468,0.672305,0.587807,0.322153,0.667912,0.579859,0.328522,0.718213,0.581519,0.347831,0.719952,0.583306,0.344418,0.753623,0.575896,0.370202,0.755096,0.576921,0.360484,0.779021,0.560317,0.347966,0.781326,0.558720,0.361402
1,swipe_right,141,1774745254.289882,0.543511,0.645764,0.368437,0.543002,0.643153,0.366829,0.543736,0.643191,0.365794,0.543956,0.645016,0.366270,0.543916,0.644730,0.366523,0.544747,0.644595,0.366334,0.544457,0.645047,0.366566,0.547422,0.643877,0.365587,0.547036,0.644412,0.366903,0.551868,0.641127,0.368772,0.551200,0.641170,0.369111,0.564495,0.634380,0.354452,0.563838,0.635341,0.351908,0.593722,0.626771,0.340418,0.591653,0.623741,0.336699,0.628240,0.600011,0.351781,0.628338,0.601545,0.348468,0.672305,0.587807,0.322153,0.667912,0.579859,0.328522,0.718213,0.581519,0.347831,0.719952,0.583306,0.344418,0.753623,0.575896,0.370202,0.755096,0.576921,0.360484,0.779021,0.560317,0.347966,0.781326,0.558720,0.361402,0.813381,0.553607,0.347404,0.814138,0.555653,0.349935,0.841737,0.552368,0.370489,0.841346,0.552959,0.370098,0.866127,0.554049,0.368113
1,swipe_right,142,1774745254.462408,0.544747,0.644595,0.366334,0.544457,0.645047,0.366566,0.547422,0.643877,0.365587,0.547036,0.644412,0.366903,0.551868,0.641127,0.368772,0.551200,0.641170,0.369111,0.564495,0.634380,0.354452,0.563838,0.635341,0.351908,0.593722,0.626771,0.340418,0.591653,0.623741,0.336699,0.628240,0.600011,0.351781,0.628338,0.601545,0.348468,0.672305,0.587807,0.322153,0.667912,0.579859,0.328522,0.718213,0.581519,0.347831,0.719952,0.583306,0.344418,0.753623,0.575896,0.370202,0.755096,0.576921,0.360484,0.779021,0.560317,0.347966,0.781326,0.558720,0.361402,0.813381,0.553607,0.347404,0.814138,0.555653,0.349935,0.841737,0.552368,0.370489,0.841346,0.552959,0.370098,0.866127,0.554049,0.368113,0.864504,0.552346,0.366660,0.890065,0.555675,0.362533,0.890819,0.556827,0.358257,0.916713,0.559041,0.361819,0.916746,0.560590,0.362758
1,swipe_right,143,1774745254.630744,0.551200,0.641170,0.369111,0.564495,0.634380,0.354452,0.563838,0.635341,0.351908,0.593722,0.626771,0.340418,0.591653,0.623741,0.336699,0.628240,0.600011,0.351781,0.628338,0.601545,0.348468,0.672305,0.587807,0.322153,0.667912,0.579859,0.328522,0.718213,0.581519,0.347831,0.719952,0.583306,0.344418,0.753623,0.575896,0.370202,0.755096,0.576921,0.360484,0.779021,0.560317,0.347966,0.781326,0.558720,0.361402,0.813381,0.553607,0.347404,0.814138,0.555653,0.349935,0.841737,0.552368,0.370489,0.841346,0.552959,0.370098,0.866127,0.554049,0.368113,0.864504,0.552346,0.366660,0.890065,0.555675,0.362533,0.890819,0.556827,0.358257,0.916713,0.559041,0.361819,0.916746,0.560590,0.362758,0.942397,0.563863,0.361241,0.941917,0.565842,0.362609,0.958542,0.567031,0.358554,0.958327,0.567125,0.358182,0.976194,0.576453,0.340696
1,swipe_right,144,1774745254.832451,0.628240,0.600011,0.351781,0.628338,0.601545,0.348468,0.672305,0.587807,0.322153,0.667912,0.579859,0.328522,0.718213,0.581519,0.347831,0.719952,0.583306,0.344418,0.753623,0.575896,0.370202,0.755096,0.576921,0.360484,0.779021,0.560317,0.347966,0.781326,0.558720,0.361402,0.813381,0.553607,0.347404,0.814138,0.555653,0.349935,0.841737,0.552368,0.370489,0.841346,0.552959,0.370098,0.866127,0.554049,0.368113,0.864504,0.552346,0.366660,0.890065,0.555675,0.362533,0.890819,0.556827,0.358257,0.916713,0.559041,0.361819,0.916746,0.560590,0.362758,0.942397,0.563863,0.361241,0.941917,0.565842,0.362609,0.958542,0.567031,0.358554,0.958327,0.567125,0.358182,0.976194,0.576453,0.340696,0.977802,0.573176,0.337133,0.986801,0.582450,0.337547,0.986311,0.581360,0.336773,1.007099,0.617646,0.299446,1.004721,0.617852,0.291087
1,swipe_right,145,1774745255.016878,0.719952,0.583306,0.344418,0.753623,0.575896,0.370202,0.755096,0.576921,0.360484,0.779021,0.560317,0.347966,0.781326,0.558720,0.361402,0.813381,0.553607,0.347404,0.814138,0.555653,0.349935,0.841737,0.552368,0.370489,0.841346,0.552959,0.370098,0.866127,0.554049,0.368113,0.864504,0.552346,0.366660,0.890065,0.555675,0.362533,0.890819,0.556827,0.358257,0.916713,0.559041,0.361819,0.916746,0.560590,0.362758,0.942397,0.563863,0.361241,0.941917,0.565842,0.362609,0.958542,0.567031,0.358554,0.958327,0.567125,0.358182,0.976194,0.576453,0.340696,0.977802,0.573176,0.337133,0.986801,0.582450,0.337547,0.986311,0.581360,0.336773,1.007099,0.617646,0.299446,1.004721,0.617852,0.291087,0.995822,0.624841,0.290468,0.986911,0.628987,0.286720,0.985008,0.623164,0.281069,0.976986,0.642293,0.264985,0.969611,0.643679,0.260050
1,swipe_right,146,1774745257.722047,0.688010,0.718091,0.086132,0.678480,0.726490,0.201391,0.649252,0.706562,0.238941,0.642212,0.690219,0.237391,0.619978,0.661884,0.273366,0.615027,0.654805,0.276992,0.601836,0.633890,0.305111,0.602745,0.634703,0.311402,0.594245,0.624181,0.320131,0.594416,0.626932,0.323119,0.592981,0.617289,0.330865,0.593773,0.617497,0.332057,0.595094,0.609960,0.334987,0.595559,0.608947,0.332533,0.595463,0.601662,0.336948,0.596504,0.600757,0.334853,0.594684,0.594882,0.340855,0.594891,0.594420,0.339841,0.592412,0.588263,0.339913,0.592129,0.587114,0.339404,0.593014,0.583190,0.340341,0.592158,0.582897,0.340795,0.596901,0.578975,0.343207,0.596341,0.578388,0.343639,0.610567,0.577390,0.336604,0.610839,0.577812,0.336534,0.630527,0.579917,0.341765,0.630247,0.579337,0.343011,0.648701,0.577065,0.346772,0.647199,0.578118,0.349714
1,swipe_right,147,1774745257.893521,0.615027,0.654805,0.276992,0.601836,0.633890,0.305111,0.602745,0.634703,0.311402,0.594245,0.624181,0.320131,0.594416,0.626932,0.323119,0.592981,0.617289,0.330865,0.593773,0.617497,0.332057,0.595094,0.609960,0.334987,0.595559,0.608947,0.332533,0.595463,0.601662,0.336948,0.596504,0.600757,0.334853,0.594684,0.594882,0.340855,0.594891,0.594420,0.339841,0.592412,0.588263,0.339913,0.592129,0.587114,0.339404,0.593014,0.583190,0.340341,0.592158,0.582897,0.340795,0.596901,0.578975,0.343207,0.596341,0.578388,0.343639,0.610567,0.577390,0.336604,0.610839,0.577812,0.336534,0.630527,0.579917,0.341765,0.630247,0.579337,0.343011,0.648701,0.577065,0.346772,0.647199,0.578118,0.349714,0.671598,0.578561,0.347226,0.671313,0.579486,0.349291,0.689502,0.572793,0.329880,0.688110,0.571694,0.324454,0.711662,0.564413,0.331872
1,swipe_right,148,1774745258.068127,0.592981,0.617289,0.330865,0.593773,0.617497,0.332057,0.595094,0.609960,0.334987,0.595559,0.608947,0.332533,0.595463,0.601662,0.336948,0.596504,0.600757,0.334853,0.594684,0.594882,0.340855,0.594891,0.594420,0.339841,0.592412,0.588263,0.339913,0.592129,0.587114,0.339404,0.593014,0.583190,0.340341,0.592158,0.582897,0.340795,0.596901,0.578975,0.343207,0.596341,0.578388,0.343639,0.610567,0.577390,0.336604,0.610839,0.577812,0.336534,0.630527,0.579917,0.341765,0.630247,0.579337,0.343011,0.648701,0.577065,0.346772,0.647199,0.578118,0.349714,0.671598,0.578561,0.347226,0.671313,0.579486,0.349291,0.689502,0.572793,0.329880,0.688110,0.571694,0.324454,0.711662,0.564413,0.331872,0.710164,0.564497,0.332836,0.730177,0.558365,0.351321,0.731224,0.558637,0.351827,0.759655,0.551102,0.353726,0.760484,0.553419,0.355328
1,swipe_right,149,1774745258.240266,0.596504,0.600757,0.334853,0.594684,0.594882,0.340855,0.594891,0.594420,0.339841,0.592412,0.588263,0.339913,0.592129,0.587114,0.339404,0.593014,0.583190,0.340341,0.592158,0.582897,0.340795,0.596901,0.578975,0.343207,0.596341,0.578388,0.343639,0.610567,0.577390,0.336604,0.610839,0.577812,0.336534,0.630527,0.579917,0.341765,0.630247,0.579337,0.343011,0.648701,0.577065,0.346772,0.647199,0.578118,0.349714,0.671598,0.578561,0.347226,0.671313,0.579486,0.349291,0.689502,0.572793,0.329880,0.688110,0.571694,0.324454,0.711662,0.564413,0.331872,0.710164,0.564497,0.332836,0.730177,0.558365,0.351321,0.731224,0.558637,0.351827,0.759655,0.551102,0.353726,0.760484,0.553419,0.355328,0.791524,0.529920,0.344914,0.797336,0.534519,0.337909,0.840013,0.518031,0.335261,0.847035,0.521278,0.330499,0.925530,0.498772,0.359752
1,swipe_right,150,1774745261.173067,0.613300,0.606106,0.190483,0.600806,0.585816,0.239624,0.601548,0.587492,0.243395,0.594823,0.570900,0.251342,0.597509,0.573093,0.258212,0.600240,0.567509,0.261354,0.600396,0.567253,0.256299,0.605828,0.563864,0.255315,0.605971,0.563099,0.257298,0.612708,0.562762,0.255583,0.612508,0.560731,0.254135,0.617273,0.556001,0.257995,0.618059,0.555713,0.259662,0.621391,0.550473,0.291459,0.621680,0.550654,0.291218,0.621305,0.550158,0.292370,0.621415,0.550355,0.293931,0.619648,0.550601,0.304636,0.619666,0.550393,0.305169,0.616902,0.547626,0.316661,0.617035,0.547884,0.317805,0.614553,0.546573,0.326454,0.614939,0.546500,0.328706,0.612106,0.543936,0.333311,0.612530,0.543546,0.331959,0.607871,0.542596,0.335836,0.608809,0.543891,0.333796,0.610046,0.543733,0.336699,0.610171,0.544390,0.337156,0.622788,0.543579,0.335680
1,swipe_right,151,1774745261.342140,0.600240,0.567509,0.261354,0.600396,0.567253,0.256299,0.605828,0.563864,0.255315,0.605971,0.563099,0.257298,0.612708,0.562762,0.255583,0.612508,0.560731,0.254135,0.617273,0.556001,0.257995,0.618059,0.555713,0.259662,0.621391,0.550473,0.291459,0.621680,0.550654,0.291218,0.621305,0.550158,0.292370,0.621415,0.550355,0.293931,0.619648,0.550601,0.304636,0.619666,0.550393,0.305169,0.616902,0.547626,0.316661,0.617035,0.547884,0.317805,0.614553,0.546573,0.326454,0.614939,0.546500,0.328706,0.612106,0.543936,0.333311,0.612530,0.543546,0.331959,0.607871,0.542596,0.335836,0.608809,0.543891,0.333796,0.610046,0.543733,0.336699,0.610171,0.544390,0.337156,0.622788,0.543579,0.335680,0.623795,0.544393,0.332157,0.641868,0.540292,0.338888,0.642749,0.541220,0.339584,0.671774,0.540678,0.345562,0.671589,0.540445,0.343237
1,swipe_right,152,1774745261.536633,0.612508,0.560731,0.254135,0.617273,0.556001,0.257995,0.618059,0.555713,0.259662,0.621391,0.550473,0.291459,0.621680,0.550654,0.291218,0.621305,0.550158,0.292370,0.621415,0.550355,0.293931,0.619648,0.550601,0.304636,0.619666,0.550393,0.305169,0.616902,0.547626,0.316661,0.617035,0.547884,0.317805,0.614553,0.546573,0.326454,0.614939,0.546500,0.328706,0.612106,0.543936,0.333311,0.612530,0.543546,0.331959,0.607871,0.542596,0.335836,0.608809,0.543891,0.333796,0.610046,0.543733,0.336699,0.610171,0.544390,0.337156,0.622788,0.543579,0.335680,0.623795,0.544393,0.332157,0.641868,0.540292,0.338888,0.642749,0.541220,0.339584,0.671774,0.540678,0.345562,0.671589,0.540445,0.343237,0.698643,0.536643,0.328600,0.698418,0.537920,0.341599,0.748432,0.535987,0.349840,0.768640,0.524807,0.347698,0.768526,0.524328,0.349071
1,swipe_right,153,1774745261.715055,0.621305,0.550158,0.292370,0.621415,0.550355,0.293931,0.619648,0.550601,0.304636,0.619666,0.550393,0.305169,0.616902,0.547626,0.316661,0.617035,0.547884,0.317805,0.614553,0.546573,0.326454,0.614939,0.546500,0.328706,0.612106,0.543936,0.333311,0.612530,0.543546,0.331959,0.607871,0.542596,0.335836,0.608809,0.543891,0.333796,0.610046,0.543733,0.336699,0.610171,0.544390,0.337156,0.622788,0.543579,0.335680,0.623795,0.544393,0.332157,0.641868,0.540292,0.338888,0.642749,0.541220,0.339584,0.671774,0.540678,0.345562,0.671589,0.540445,0.343237,0.698643,0.536643,0.328600,0.698418,0.537920,0.341599,0.748432,0.535987,0.349840,0.768640,0.524807,0.347698,0.768526,0.524328,0.349071,0.786378,0.521310,0.346453,0.785280,0.521566,0.344660,0.804577,0.515191,0.342990,0.804006,0.516077,0.343752,0.821709,0.508612,0.329392
1,swipe_right,154,1774745261.882113,0.617035,0.547884,0.317805,0.614553,0.546573,0.326454,0.614939,0.546500,0.328706,0.612106,0.543936,0.333311,0.612530,0.543546,0.331959,0.607871,0.542596,0.335836,0.608809,0.543891,0.333796,0.610046,0.543733,0.336699,0.610171,0.544390,0.337156,0.622788,0.543579,0.335680,0.623795,0.544393,0.332157,0.641868,0.540292,0.338888,0.642749,0.541220,0.339584,0.671774,0.540678,0.345562,0.671589,0.540445,0.343237,0.698643,0.536643,0.328600,0.698418,0.537920,0.341599,0.748432,0.535987,0.349840,0.768640,0.524807,0.347698,0.768526,0.524328,0.349071,0.786378,0.521310,0.346453,0.785280,0.521566,0.344660,0.804577,0.515191,0.342990,0.804006,0.516077,0.343752,0.821709,0.508612,0.329392,0.823426,0.510435,0.331387,0.846790,0.511457,0.338967,0.845163,0.512399,0.338811,0.881710,0.513637,0.336837,0.879833,0.512302,0.333409
1,swipe_right,155,1774745262.058718,0.607871,0.542596,0.335836,0.608809,0.543891,0.333796,0.610046,0.543733,0.336699,0.610171,0.544390,0.337156,0.622788,0.543579,0.335680,0.623795,0.544393,0.332157,0.641868,0.540292,0.338888,0.642749,0.541220,0.339584,0.671774,0.540678,0.345562,0.671589,0.540445,0.343237,0.698643,0.536643,0.328600,0.698418,0.537920,0.341599,0.748432,0.535987,0.349840,0.768640,0.524807,0.347698,0.768526,0.524328,0.349071,0.786378,0.521310,0.346453,0.785280,0.521566,0.344660,0.804577,0.515191,0.342990,0.804006,0.516077,0.343752,0.821709,0.508612,0.329392,0.823426,0.510435,0.331387,0.846790,0.511457,0.338967,0.845163,0.512399,0.338811,0.881710,0.513637,0.336837,0.879833,0.512302,0.333409,0.879852,0.512759,0.332667,0.922505,0.522523,0.340834,0.952391,0.530717,0.342988,0.952950,0.528285,0.342458,0.977761,0.534595,0.334997
1,swipe_right,156,1774745264.775830,0.735927,0.666616,0.259904,0.705578,0.644101,0.274625,0.706512,0.643334,0.270648,0.675842,0.620417,0.266458,0.652387,0.595112,0.275865,0.625031,0.570479,0.281194,0.608386,0.560654,0.296071,0.608661,0.562367,0.295600,0.592802,0.552027,0.297189,0.593859,0.555574,0.299339,0.584936,0.556396,0.295110,0.585509,0.557023,0.297038,0.581549,0.557629,0.300982,0.581410,0.558288,0.303024,0.581456,0.558193,0.303948,0.580912,0.560328,0.305167,0.580681,0.559815,0.305558,0.580838,0.559522,0.307223,0.581644,0.559096,0.311584,0.581563,0.559498,0.311498,0.585397,0.556125,0.312484,0.584951,0.556389,0.313669,0.593375,0.551335,0.321121,0.592938,0.551662,0.319168,0.600521,0.545116,0.333429,0.602683,0.546811,0.334821,0.601969,0.546625,0.335567,0.613413,0.542697,0.342667,0.614622,0.544696,0.344769,0.625809,0.539833,0.344494
1,swipe_right,157,1774745264.948257,0.625031,0.570479,0.281194,0.608386,0.560654,0.296071,0.608661,0.562367,0.295600,0.592802,0.552027,0.297189,0.593859,0.555574,0.299339,0.584936,0.556396,0.295110,0.585509,0.557023,0.297038,0.581549,0.557629,0.300982,0.581410,0.558288,0.303024,0.581456,0.558193,0.303948,0.580912,0.560328,0.305167,0.580681,0.559815,0.305558,0.580838,0.559522,0.307223,0.581644,0.559096,0.311584,0.581563,0.559498,0.311498,0.585397,0.556125,0.312484,0.584951,0.556389,0.313669,0.593375,0.551335,0.321121,0.592938,0.551662,0.319168,0.600521,0.545116,0.333429,0.602683,0.546811,0.334821,0.601969,0.546625,0.335567,0.613413,0.542697,0.342667,0.614622,0.544696,0.344769,0.625809,0.539833,0.344494,0.637422,0.533641,0.343271,0.638006,0.536554,0.346086,0.655391,0.532221,0.346466,0.654296,0.533683,0.349235,0.672659,0.529579,0.348339
1,swipe_right,158,1774745265.129075,0.584936,0.556396,0.295110,0.585509,0.557023,0.297038,0.581549,0.557629,0.300982,0.581410,0.558288,0.303024,0.581456,0.558193,0.303948,0.580912,0.560328,0.305167,0.580681,0.559815,0.305558,0.580838,0.559522,0.307223,0.581644,0.559096,0.311584,0.581563,0.559498,0.311498,0.585397,0.556125,0.312484,0.584951,0.556389,0.313669,0.593375,0.551335,0.321121,0.592938,0.551662,0.319168,0.600521,0.545116,0.333429,0.602683,0.546811,0.334821,0.601969,0.546625,0.335567,0.613413,0.542697,0.342667,0.614622,0.544696,0.344769,0.625809,0.539833,0.344494,0.637422,0.533641,0.343271,0.638006,0.536554,0.346086,0.655391,0.532221,0.346466,0.654296,0.533683,0.349235,0.672659,0.529579,0.348339,0.672228,0.530737,0.349286,0.689128,0.528642,0.351950,0.689495,0.529091,0.346552,0.689438,0.529050,0.345594,0.704312,0.524378,0.352234
1,swipe_right,159,1774745265.297897,0.580912,0.560328,0.305167,0.580681,0.559815,0.305558,0.580838,0.559522,0.307223,0.581644,0.559096,0.311584,0.581563,0.559498,0.311498,0.585397,0.556125,0.312484,0.584951,0.556389,0.313669,0.593375,0.551335,0.321121,0.592938,0.551662,0.319168,0.600521,0.545116,0.333429,0.602683,0.546811,0.334821,0.601969,0.546625,0.335567,0.613413,0.542697,0.342667,0.614622,0.544696,0.344769,0.625809,0.539833,0.344494,0.637422,0.533641,0.343271,0.638006,0.536554,0.346086,0.655391,0.532221,0.346466,0.654296,0.533683,0.349235,0.672659,0.529579,0.348339,0.672228,0.530737,0.349286,0.689128,0.528642,0.351950,0.689495,0.529091,0.346552,0.689438,0.529050,0.345594,0.704312,0.524378,0.352234,0.702380,0.524480,0.355888,0.724526,0.523605,0.354493,0.751113,0.523923,0.335728,0.748133,0.518508,0.340883,0.772326,0.514849,0.350589
1,swipe_right,160,1774745265.493287,0.585397,0.556125,0.312484,0.584951,0.556389,0.313669,0.593375,0.551335,0.321121,0.592938,0.551662,0.319168,0.600521,0.545116,0.333429,0.602683,0.546811,0.334821,0.601969,0.546625,0.335567,0.613413,0.542697,0.342667,0.614622,0.544696,0.344769,0.625809,0.539833,0.344494,0.637422,0.533641,0.343271,0.638006,0.536554,0.346086,0.655391,0.532221,0.346466,0.654296,0.533683,0.349235,0.672659,0.529579,0.348339,0.672228,0.530737,0.349286,0.689128,0.528642,0.351950,0.689495,0.529091,0.346552,0.689438,0.529050,0.345594,0.704312,0.524378,0.352234,0.702380,0.524480,0.355888,0.724526,0.523605,0.354493,0.751113,0.523923,0.335728,0.748133,0.518508,0.340883,0.772326,0.514849,0.350589,0.771096,0.513664,0.354741,0.796256,0.517656,0.358687,0.822915,0.516944,0.331453,0.848029,0.518026,0.348709,0.844425,0.517014,0.343247
1,swipe_right,161,1774745265.685624,0.602683,0.546811,0.334821,0.601969,0.546625,0.335567,0.613413,0.542697,0.342667,0.614622,0.544696,0.344769,0.625809,0.539833,0.344494,0.637422,0.533641,0.343271,0.638006,0.536554,0.346086,0.655391,0.532221,0.346466,0.654296,0.533683,0.349235,0.672659,0.529579,0.348339,0.672228,0.530737,0.349286,0.689128,0.528642,0.351950,0.689495,0.529091,0.346552,0.689438,0.529050,0.345594,0.704312,0.524378,0.352234,0.702380,0.524480,0.355888,0.724526,0.523605,0.354493,0.751113,0.523923,0.335728,0.748133,0.518508,0.340883,0.772326,0.514849,0.350589,0.771096,0.513664,0.354741,0.796256,0.517656,0.358687,0.822915,0.516944,0.331453,0.848029,0.518026,0.348709,0.844425,0.517014,0.343247,0.876641,0.522011,0.345370,0.907680,0.526130,0.352201,0.906565,0.524379,0.350566,0.941248,0.526288,0.364426,0.939953,0.525575,0.375543
1,swipe_right,162,1774745268.293035,0.616441,0.555792,0.324792,0.616366,0.555934,0.324518,0.615541,0.555421,0.322108,0.615018,0.555096,0.321792,0.615009,0.554931,0.321340,0.614860,0.553783,0.322492,0.615001,0.553487,0.323364,0.615043,0.553100,0.324137,0.615036,0.552748,0.324934,0.614236,0.551523,0.323547,0.618013,0.551188,0.323985,0.617532,0.550743,0.323276,0.630828,0.546913,0.314007,0.630376,0.545654,0.315002,0.651192,0.541208,0.321482,0.651468,0.541228,0.323135,0.651628,0.541379,0.322261,0.681405,0.533861,0.325044,0.679734,0.533998,0.326040,0.712931,0.534124,0.321595,0.714314,0.535797,0.323152,0.745063,0.538299,0.338346,0.770866,0.538678,0.353638,0.771038,0.539368,0.354219,0.795326,0.544829,0.335404,0.793426,0.542825,0.331751,0.793308,0.543428,0.330783,0.843014,0.539452,0.330316,0.869107,0.540834,0.346593,0.867328,0.540083,0.347763
1,swipe_right,163,1774745268.497208,0.614860,0.553783,0.322492,0.615001,0.553487,0.323364,0.615043,0.553100,0.324137,0.615036,0.552748,0.324934,0.614236,0.551523,0.323547,0.618013,0.551188,0.323985,0.617532,0.550743,0.323276,0.630828,0.546913,0.314007,0.630376,0.545654,0.315002,0.651192,0.541208,0.321482,0.651468,0.541228,0.323135,0.651628,0.541379,0.322261,0.681405,0.533861,0.325044,0.679734,0.533998,0.326040,0.712931,0.534124,0.321595,0.714314,0.535797,0.323152,0.745063,0.538299,0.338346,0.770866,0.538678,0.353638,0.771038,0.539368,0.354219,0.795326,0.544829,0.335404,0.793426,0.542825,0.331751,0.793308,0.543428,0.330783,0.843014,0.539452,0.330316,0.869107,0.540834,0.346593,0.867328,0.540083,0.347763,0.891079,0.546165,0.344238,0.929358,0.550898,0.335559,0.930015,0.549261,0.331965,0.976174,0.558115,0.324862,0.978385,0.553766,0.320350
1,swipe_down,164,1774745272.382264,0.572702,0.400234,0.271121,0.570615,0.401431,0.272728,0.570771,0.402034,0.272482,0.569341,0.400989,0.272965,0.569892,0.401488,0.272050,0.569162,0.399838,0.274094,0.567914,0.398770,0.274738,0.568057,0.398334,0.275106,0.568142,0.398637,0.275204,0.569027,0.398944,0.276766,0.569260,0.398891,0.277493,0.566505,0.403034,0.275807,0.566515,0.402944,0.272836,0.563083,0.418622,0.269653,0.564344,0.417760,0.269902,0.557315,0.442167,0.254542,0.558356,0.441865,0.253992,0.551633,0.489494,0.251483,0.546301,0.496278,0.253417,0.544838,0.548405,0.260605,0.544535,0.546943,0.262403,0.532822,0.593074,0.261285,0.533206,0.594858,0.261701,0.530120,0.649632,0.265579,0.527017,0.653149,0.271311,0.524244,0.686007,0.247027,0.521984,0.687140,0.249948,0.525787,0.759943,0.186267,0.522134,0.758721,0.161470,0.522561,0.833586,0.230124
